complaint_text,category,department,priority,resolution_time_days
kakadeo kanpur token generated moderate regular last day refm,Government Services,Revenue Department,Medium,6
transport style delay service andheri east mumbai due pipeline issue refm,Water Supply,Municipal Corporation,Medium,7
transport style delay service civil line prayagraj due doctor refm,Healthcare,Health Department,Medium,6
blackout working anna nagar chennai day situation high impact refh,Electricity,Electricity Board,High,3
possible improve doctor shivajinagar pune issue low priority refl,Healthcare,Health Department,Low,15
karol bagh delhi medical problem moderate regular last day refm,Healthcare,Health Department,Medium,4
noida sector bus delay moderate regular last day refm,Public Transport,Transport Department,Medium,3
possible improve bus anna nagar chennai issue low priority refl,Public Transport,Transport Department,Low,12
since day kakadeo kanpur hospital issue service completely refh,Healthcare,Health Department,High,3
since day laxmi nagar delhi road damage service completely refh,Roads & Infrastructure,PWD,High,1
voltage issue working salt lake kolkata day situation high impact refh,Electricity,Electricity Board,High,3
average level medical problem seen kondapur hyderabad issue pending day refm,Healthcare,Health Department,Medium,7
routine complaint andheri east mumbai water shortage urgent need attention refl,Water Supply,Municipal Corporation,Low,10
ameerpet hyderabad facing water shortage continuously day urgent action needed refh,Water Supply,Municipal Corporation,High,1
please improve medical problem andheri east mumbai minor suggestion refl,Healthcare,Health Department,Low,11
transport style dely service karol bagh delhi due bus delay refm,Public Transport,Transport Department,Medium,3
transport style delay service civil line prayagraj due verification completed refm,Government Services,Revenue Department,Medium,3
small inconvenience gomti nagar lucknow medical problem kindly review refl,Healthcare,Health Department,Low,13
transport style delay service civil line prayagraj due hospital issue refm,Healthcare,Health Department,Medium,4
transport style delay service aliganj lucknow due medical problem refm,Healthcare,Health Department,Medium,7
small inconvenience howrah maidan water shortage kindly review refl,Water Supply,Municipal Corporation,Low,12
kakadeo kanpur transport issue moderate regular last day refm,Public Transport,Transport Department,Medium,6
andheri east mumbai facing water shortage continuously day urgent action needed refh,Water Supply,Municipal Corporation,High,3
hinjewadi pune facing supply problem continuously day urgent action needed refh,Water Supply,Municipal Corporation,High,2
average level bad road seen patia bhubaneswar issue pending day refm,Roads & Infrastructure,PWD,Medium,3
behala kolkata severe pipeline isssue day please fix urgently refh,Water Supply,Municipal Corporation,High,2
nagar chennai facing blackout continuously day urgent action needed refh,Electricity,Electricity Board,High,3
civil line prayagraj facing doctor continuously day urgent action needed refh,Healthcare,Health Department,High,1
possible improve dirty viman nagar pune issue low priority refl,Sanitation & Garbage,Municipal Corporation,Low,9
average level doctor seen vaishali ghaziabad isssue pending day refm,Healthcare,Health Department,Medium,4
banashankari bengaluru facing pipeline issue continuously day urgent action needed refh,Water Supply,Municipal Corporation,High,2
transport style delay service kondapur hyderabad due dumping refm,Sanitation & Garbage,Municipal Corporation,Medium,5
certificate updated working kankarbagh patna day situation high impact refh,Government Services,Revenue Department,High,1
possible improve bus salt lake kolkata issue low priority refl,Public Transport,Transport Department,Low,10
since day gachibowli hyderabad bus service completely refh,Public Transport,Transport Department,High,2
adyar chennai hospital issue sometimes response slow delay refm,Healthcare,Health Department,Medium,3
routine complaint ashok vihar delhi pipeline issue urgent need attention refl,Water Supply,Municipal Corporation,Low,10
sector gurugram facing road damage continuously day urgent action needed refh,Roads & Infrastructure,PWD,High,2
voltage issue working perungudi chennai day situation high impact refh,Electricity,Electricity Board,High,2
transport style delay service civil line prayagraj due medical problem refm,Healthcare,Health Department,Medium,3
average level medical problem seen bopal ahmedabad issue pending day refm,Healthcare,Health Department,Medium,7
possible improve supply problem gomti nagar lucknow issue low priority refl,Water Supply,Municipal Corporation,Low,14
gachibowli hyderabad facing bad road continuously day urgent aciton needed refh,Roads & Infrastructure,PWD,High,1
pipeline issue working nagar chennai day situation high impact refh,Water Supply,Municipal Corporation,High,2
small inconvenience kothrud pune power cut kindly review refl,Electricity,Electricity Board,Low,10
routine complaint viman nagar pune pipeline issue urgent need attention refl,Water Supply,Municipal Corporation,Low,10
transport style delay service vaishali ghaziabad due supply problem refm,Water Supply,Municipal Corporation,Medium,5
routine complaint viman nagar pune doctor urgent need attention refl,Healthcare,Health Department,Low,8
average level transport issue seen lalpur ranchi issue pending day refm,Public Transport,Transport Department,Medium,7
small inconvenience kankarbagh patna bus kindly review refl,Public Transport,Transport Department,Low,8
routine complaint sector gurugram record mismatch urgent need attention refl,Government Services,Revenue Department,Low,14
dump working laxmi nagar delhi day situation high impact refh,Sanitation & Garbage,Municipal Corporation,High,1
small inconvenience gomti nagar lucknow water kindly review refl,Water Supply,Municipal Corporation,Low,9
since day lalpur ranchi transport issue service completely refh,Public Transport,Transport Department,High,2
water shortage working nagar chennai day situation high impact refh,Water Supply,Municipal Corporation,High,3
doctor working behala kolkata day situation high impact refh,Healthcare,Health Department,High,1
indiranagar bengaluru severe certificate updated day please fix urgently refh,Government Services,Revenue Department,High,2
routine complaint patia bhubaneswar outage urgent need attention refl,Electricity,Electricity Board,Low,12
saket delhi transport issue moderate regular last day refm,Public Transport,Transport Department,Medium,4
transport style delay service noida sector due electricity refm,Electricity,Electricity Board,Medium,4
transport style delay service adyar chennai due transport issue refm,Public Transport,Transport Department,Medium,6
mansarovar jaipur facing bad road continuously day urgent action needed refh,Roads & Infrastructure,PWD,High,2
average level appointment slot delay seen rajendra nagar patna issue pending day refm,Government Services,Revenue Department,Medium,5
small inconvenience laxmi nagar delhi bad road kindly review refl,Roads & Infrastructure,PWD,Low,12
routine complaint vaishali ghaziabad dirty urgent need attention refl,Sanitation & Garbage,Municipal Corporation,Low,12
transport style delay service kakadeo kanpur due road damage refm,Roads & Infrastructure,PWD,Medium,5
token generated working ameerpet hyderabad day situation high impact refh,Government Services,Revenue Department,High,3
gomti nagar lucknow doctor sometimes response slow delay refm,Healthcare,Health Department,Medium,6
bus working mayur vihar delhi day situation high impact refh,Public Transport,Transport Department,High,3
average level certificate updated seen nagar chennai issue pending day refm,Government Services,Revenue Department,Medium,3
since day thane west doctor service completely refh,Healthcare,Health Department,High,2
transport style delay service saket delhi due transport issue refm,Public Transport,Transport Department,Medium,3
banashankari bengaluru blackout moderate regular last day refm,Electricity,Electricity Board,Medium,3
since day rajendra nagar patna water service completely refh,Water Supply,Municipal Corporation,High,2
dumping working mayur vihar delhi day situation high impact refh,Sanitation & Garbage,Municipal Corporation,High,2
possible improve token generated andheri east mumbai issue low priority refl,Government Services,Revenue Department,Low,12
possible improve bus delay banashankari bengaluru issue low priority refl,Public Transport,Transport Department,Low,9
anna nagar chennai facing token generated continuously day urgent action needed refh,Government Services,Revenue Department,High,2
transport style delay service banashankari bengaluru due blackout refm,Electricity,Electricity Board,Medium,3
routine complaint adyar chennai token generated urgent need attention refl,Government Services,Revenue Department,Low,7
viman nagar pune broken road sometimes response slow delay refm,Roads & Infrastructure,PWD,Medium,4
since day nagar chennai blackout service completely refh,Electricity,Electricity Board,High,1
transport style delay service aliganj lucknow due token generated refm,Government Services,Revenue Department,Medium,3
rajendra nagar patna garbage moderate regular last day refm,Sanitation & Garbage,Municipal Corporation,Medium,5
please improve power cut patia bhubaneswar minor suggestion refl,Electricity,Electricity Board,Low,10
howrah maidan broken road moderate regular last day refm,Roads & Infrastructure,PWD,Medium,7
dwarka delhi litter moderate regular last day refm,Sanitation & Garbage,Municipal Corporation,Medium,7
mayur vihar delhi bad road sometimes response slow delay refm,Roads & Infrastructure,PWD,Medium,6
aliganj lucknow severe litter day please fix urgently refh,Sanitation & Garbage,Municipal Corporation,High,1
patia bhubaneswar supply problm moderate regular last day refm,Water Supply,Municipal Corporation,Medium,3
average level pipeline issue seen rajendra nagar patna issue pending day refm,Water Supply,Municipal Corporation,Medium,3
transport style delay service kakadeo kanpur due record mismatch refm,Government Services,Revenue Department,Medium,4
indiranagar bengaluru severe blackout day please fix urgently refh,Electricity,Electricity Board,High,3
noida sector facing garbage continuously day urgent action needed refh,Sanitation & Garbage,Municipal Corporation,High,2
average level appointment slot delay seen kondapur hyderabad issue pending day refm,Government Services,Revenue Department,Medium,7
banashankari bengaluru facing electricity continuously day urgent action needed refh,Electricity,Electricity Board,High,2
hospital issue working gachibowli hyderabad day situation high impact refh,Healthcare,Health Department,High,2
pipeline issue working dwarka delhi day situation high impact refh,Water Supply,Municipal Corporation,High,2
lalpur ranchi transport issue sometimes response slow delay refm,Public Transport,Transport Department,Medium,4
hospital issue working dwarka delhi day situation high impact refh,Healthcare,Health Department,High,2
indiranagar bengaluru facing bus delay continuously day urgent action needed refh,Public Transport,Transport Department,High,2
laxmi nagar delhi severe appointment slot delay day please fix urgently refh,Government Services,Revenue Department,High,3
kakadeo kanpur facing late bus continuously day urgent action needed refh,Public Transport,Transport Department,High,3
please improve garbage anna nagar chennai minor suggestion refl,Sanitation & Garbage,Municipal Corporation,Low,13
small inconvenience whitefield bengaluru supply problem kindly review refl,Water Supply,Municipal Corporation,Low,7
please improve dirty banashankari bengaluru minor suggestion refl,Sanitation & Garbage,Municipal Corporation,Low,11
andheri east mumbai medical problem sometimes response slow delay refm,Healthcare,Health Department,Medium,6
please improve pothole whitefield bengaluru minor suggestion refl,Roads & Infrastructure,PWD,Low,10
please improve pipeline issue howrah maidan minor suggestion refl,Water Supply,Municipal Corporation,Low,14
behala kolkata facing hospital issue continuously day urgent action needed refh,Healthcare,Health Department,High,1
banashankari bengaluru facing doctor continuously day urgent action needed refh,Healthcare,Health Department,High,2
possible improve litter viman nagar pune issue low priority refl,Sanitation & Garbage,Municipal Corporation,Low,8
routine complaint behala kolkata voltage issue urgent need attention refl,Electricity,Electricity Board,Low,15
small inconvenience gomti nagar lucknow record mismatch kindly review refl,Government Services,Revenue Department,Low,12
andheri east mumbai late bus moderate regular last day refm,Public Transport,Transport Department,Medium,5
routine complaint gachibowli hyderabad token generated urgent need attention refl,Government Services,Revenue Department,Low,8
voltage issue working andheri east mumbai day situation high impact refh,Electricity,Electricity Board,High,1
salt lake kolkata severe token generated day please fix urgently refh,Government Services,Revenue Department,High,1
karol bagh delhi waste moderate regular last day refm,Sanitation & Garbage,Municipal Corporation,Medium,5
please improve water shortage gachibowli hyderabad minor suggestion refl,Water Supply,Municipal Corporation,Low,12
possible improve verification completed kankarbagh patna isssue low priority refl,Government Services,Revenue Department,Low,13
average level voltage isssue seen banashankari bengaluru issue pending day refm,Electricity,Electricity Board,Medium,5
miyapur hyderabad water shortage moderate regular last day refm,Water Supply,Municipal Corporation,Medium,7
kondapur hyderabad road damage moderate regular last day refm,Roads & Infrastructure,PWD,Medium,6
possible improve medical problem gachibowli hyderabad issue low priority refl,Healthcare,Health Department,Low,11
average level trash seen ameerpet hyderabad issue pending day refm,Sanitation & Garbage,Municipal Corporation,Medium,6
lalpur ranchi token generated moderate regular last day refm,Government Services,Revenue Department,Medium,4
average level doctor seen thane west issue pending day refm,Healthcare,Health Department,Medium,5
transport style delay service whitefield bengaluru due appointment slot delay refm,Government Services,Revenue Department,Medium,5
routine complaint kakadeo kanpur dumping urgent need attention refl,Sanitation & Garbage,Municipal Corporation,Low,8
small inconvenience karol bagh delhi application pending kindly review refl,Government Services,Revenue Department,Low,15
small inconvenience anna nagar chennai becuse broken road kindly review refl,Roads & Infrastructure,PWD,Low,7
aliganj lucknow facing hospital issue continuously day urgent action needed refh,Healthcare,Health Department,High,2
possible improve electricity patia bhubaneswar issue low priority refl,Electricity,Electricity Board,Low,8
patia bhubaneswar broken road sometimes response slow delay refm,Roads & Infrastructure,PWD,Medium,7
since day perungudi chennai bus delay service completely refh,Public Transport,Transport Department,High,3
please improve road damage saket delhi minor suggestion refl,Roads & Infrastructure,PWD,Low,14
possible improve application pending patia bhubaneswar issue low priority refl,Government Services,Revenue Department,Low,11
routine complaint sector gurugram water shortage urgent need attention refl,Water Supply,Municipal Corporation,Low,12
small inconvenience lalpur ranchi water kindly review refl,Water Supply,Municipal Corporation,Low,15
please improve medical problem howrah maidan minor suggestion refl,Healthcare,Health Department,Low,10
transport style delay service bopal ahmedabad due litter refm,Sanitation & Garbage,Municipal Corporation,Medium,4
please improve hospital issue rajendra nagar patna minor suggestion refl,Healthcare,Health Department,Low,8
possible improve bus banashankari bengaluru issue low priority refl,Public Transport,Transport Department,Low,11
routine complaint bopal ahmedabad bad road urgent need attention refl,Roads & Infrastructure,PWD,Low,7
possible improve hospital issue nerul navi mumbai issue low priority refl,Healthcare,Health Department,Low,7
plese improve medical problem kondapur hyderabad minor suggestion refl,Healthcare,Health Department,Low,12
hinjewadi pune severe voltage issue day please fix urgently refh,Electricity,Electricity Board,High,2
transport issue working sector gurugram day situation high impact refh,Public Transport,Transport Department,High,3
vaishali ghaziabad severe blackout day please fix urgently refh,Electricity,Electricity Board,High,3
since day indiranagar bengaluru doctor service completely refh,Healthcare,Health Department,High,2
routine complaint anna nagar chennai pipeline isssue urgent need attention refl,Water Supply,Municipal Corporation,Low,13
possible improve voltage issue laxmi nagar delhi issue low priority refl,Electricity,Electricity Board,Low,9
dumping working lalpur ranchi day situation high impact refh,Sanitation & Garbage,Municipal Corporation,High,2
possible improve transport issue salt lake kolkata issue low priority refl,Public Transport,Transport Department,Low,11
routine complaint civil line prayagraj road damage urgent need attention refl,Roads & Infrastructure,PWD,Low,7
whitefield bengaluru facing electricity continuously day urgent action needed refh,Electricity,Electricity Board,High,3
average level dirty seen civil line prayagraj issue pending day refm,Sanitation & Garbage,Municipal Corporation,Medium,4
bus delay working bopal ahmedabad day situation high impact refh,Public Transport,Transport Department,High,3
possible improve waste rajendra nagar patna issue low priority refl,Sanitation & Garbage,Municipal Corporation,Low,12
since day miyapur hyderabad garbage servce completely refh,Sanitation & Garbage,Municipal Corporation,High,3
please improve broken road indiranagar bengaluru minor suggestion refl,Roads & Infrastructure,PWD,Low,11
since day noida sector water service completely refh,Water Supply,Municipal Corporation,High,3
plese improve late bus civil line prayagraj minor suggestion refl,Public Transport,Transport Department,Low,15
civil line prayagraj severe pothole day please fix urgently refh,Roads & Infrastructure,PWD,High,3
since day kondapur hyderabad bus service completely refh,Public Transport,Transport Department,High,2
mansarovar jaipur facing medical problem continuously day urgent action needed refh,Healthcare,Health Department,High,3
laxmi nagar delhi facing bus delay continuously day urgent action needed refh,Public Transport,Transport Department,High,3
bopal ahmedabad facing transport issue continuously day urgent action needed refh,Public Transport,Transport Department,High,2
anna nagar chennai severe doctor day please fix urgently refh,Healthcare,Health Department,High,1
transport style delay service dwarka delhi due power cut refm,Electricity,Electricity Board,Medium,3
perungudi chennai severe token generated day please fix urgently refh,Government Services,Revenue Department,High,2
transport style delay service howrah maidan due application pending refm,Government Services,Revenue Department,Medium,7
hospital issue working aliganj lucknow day situation high impact refh,Healthcare,Health Department,High,2
please improve pipeline issue miyapur hyderabad minor suggestion refl,Water Supply,Municipal Corporation,Low,11
average level medical problem seen lalpur ranchi issue pending day refm,Healthcare,Health Department,Medium,6
civil line prayagraj supply problem moderate regular last day refm,Water Supply,Municipal Corporation,Medium,7
routine complaint noida sector doctor urgent need attention refl,Healthcare,Health Department,Low,9
thane west broken road moderate regular last day refm,Roads & Infrastructure,PWD,Medium,6
please improve blackout gomti nagar lucknow minor suggestion refl,Electricity,Electricity Board,Low,11
please improve medical problm salt lake kolkata minor suggestion refl,Healthcare,Health Department,Low,11
perungudi chennai electricity sometimes response slow delay refm,Electricity,Electricity Board,Medium,4
small inconvenience anna nagar chennai hospital issue kindly review refl,Healthcare,Health Department,Low,13
howrah maidan severe outage day please fix urgently refh,Electricity,Electricity Board,High,1
since day banashankari bengaluru blackout service completely refh,Electricity,Electricity Board,High,3
since day dwarka delhi hospital issue service completely refh,Healthcare,Health Department,High,3
average level doctor seen gomti nagar lucknow issue pending day refm,Healthcare,Health Department,Medium,6
outage working thane west day situation high impact refh,Electricity,Electricity Board,High,1
transport style delay service kondapur hyderabad due bus refm,Public Transport,Transport Department,Medium,5
rajendra nagar patna facing voltage issue continuously day urgnt action needed refh,Electricity,Electricity Board,High,2
certificate updated working adyar chennai day situation high impact refh,Government Services,Revenue Department,High,1
small inconvenience behala kolkata voltage issue kindly review refl,Electricity,Electricity Board,Low,9
transport style delay service perungudi chennai due broken road refm,Roads & Infrastructure,PWD,Medium,7
transport style delay service saket delhi due outage refm,Electricity,Electricity Board,Medium,7
plese improve application pending gachibowli hyderabad minor suggestion refl,Government Services,Revenue Department,Low,8
small inconvenience anna nagar chennai application pending kindly review refl,Government Services,Revenue Department,Low,11
aliganj lucknow transport issue sometimes response slow ther delay refm,Public Transport,Transport Department,Medium,5
dwarka delhi facing medical problem continuously day urgent action needed refh,Healthcare,Health Department,High,1
andheri east mumbai water shortage sometimes response slow delay refm,Water Supply,Municipal Corporation,Medium,4
average level road damage seen civil line prayagraj issue pending day refm,Roads & Infrastructure,PWD,Medium,7
small inconvenience nagar chennai littering kindly review refl,Sanitation & Garbage,Municipal Corporation,Low,7
possible improve transport issue whitefield bengaluru issue low priority refl,Public Transport,Transport Department,Low,10
routine complaint miyapur hyderabad hospital issue urgent need attention refl,Healthcare,Health Department,Low,13
please improve water miyapur hyderabad minor suggestion refl,Water Supply,Municipal Corporation,Low,7
viman nagar pune water moderate regular last day refm,Water Supply,Municipal Corporation,Medium,3
routine complaint nerul navi mumbai doctor urgent need attention refl,Healthcare,Health Department,Low,8
please improve waste mansarovar jaipur minor suggestion refl,Sanitation & Garbage,Municipal Corporation,Low,11
indiranagar bengaluru bad road moderate regular last day refm,Roads & Infrastructure,PWD,Medium,3
transport style delay service whitefield bengaluru due medical problem refm,Healthcare,Health Department,Medium,6
lalpur ranchi application pending sometimes response slow delay refm,Government Services,Revenue Department,Medium,3
please improve blackout patia bhubaneswar minor suggestion refl,Electricity,Electricity Board,Low,7
possible improve broken road gachibowli hyderabad issue low priority refl,Roads & Infrastructure,PWD,Low,11
small inconvenience dwarka delhi supply problem kindly review refl,Water Supply,Municipal Corporation,Low,11
since day kothrud pune medical problem service completely refh,Healthcare,Health Department,High,3
gachibowli hyderabad dumping moderate regular last day refm,Sanitation & Garbage,Municipal Corporation,Medium,4
dwarka delhi portal status stuck sometimes response slow delay refm,Government Services,Revenue Department,Medium,4
small inconvenience adyar chennai bad road kindly review refl,Roads & Infrastructure,PWD,Low,12
dwarka delhi bus moderate regular last day refm,Public Transport,Transport Department,Medium,5
average level outage seen miyapur hyderabad issue pending day refm,Electricity,Electricity Board,Medium,7
please improve token generated anna nagar chennai minor suggestion refl,Government Services,Revenue Department,Low,8
gachibowli hyderabad facing bad road continuously day urgent action needed refh,Roads & Infrastructure,PWD,High,1
ameerpet hyderabad littering sometimes response slow delay refm,Sanitation & Garbage,Municipal Corporation,Medium,6
sector gurugram severe electricity day plese fix urgently refh,Electricity,Electricity Board,High,2
kakadeo kanpur trash moderate regular last day refm,Sanitation & Garbage,Municipal Corporation,Medium,6
possible improve portal status stuck salt lake kolkata issue low priority refl,Government Services,Revenue Department,Low,11
water shortage working andheri east mumbai day situation high impact refh,Water Supply,Municipal Corporation,High,1
karol bagh delhi medical problem sometimes response slow delay refm,Healthcare,Health Department,Medium,3
since day mayur vihar delhi power cut service completely refh,Electricity,Electricity Board,High,1
since day adyar chennai bus delay service completely refh,Public Transport,Transport Department,High,2
please improve medical problem rajendra nagar patna minor suggestion refl,Healthcare,Health Department,Low,10
shivajinagar pune broken road moderate regular last day refm,Roads & Infrastructure,PWD,Medium,6
average level late bus seen saket delhi isssue pending day refm,Public Transport,Transport Department,Medium,3
behala kolkata severe late bus day please fix urgently refh,Public Transport,Transport Department,High,3
routine complaint whitefield bengaluru dump urgent need attention refl,Sanitation & Garbage,Municipal Corporation,Low,12
routine complaint nagar chennai application pending urgent need attention refl,Government Services,Revenue Department,Low,11
average level bus delay seen mayur vihar delhi issue pending day refm,Public Transport,Transport Department,Medium,4
since day kankarbagh patna bad road service completely refh,Roads & Infrastructure,PWD,High,1
hinjewadi pune doctor moderate regular last day refm,Healthcare,Health Department,Medium,6
kondapur hyderabad severe broken road day please fix urgently refh,Roads & Infrastructure,PWD,High,3
rajendra nagar patna appointment slot delay sometimes response slow delay refm,Government Services,Revenue Department,Medium,7
average level dumping seen bopal ahmedabad isssue pending day refm,Sanitation & Garbage,Municipal Corporation,Medium,3
routine complaint andheri east mumbai pipeline issue urgent need attention refl,Water Supply,Municipal Corporation,Low,13
small inconvenience laxmi nagar delhi verification completed kindly review refl,Government Services,Revenue Department,Low,9
voltage isssue working dwarka delhi day situation high impact refh,Electricity,Electricity Board,High,2
possible improve medical problem adyar chennai issue low priority refl,Healthcare,Health Department,Low,13
routine complaint howrah maidan late bus urgent need attention refl,Public Transport,Transport Department,Low,7
average level hospital issue seen salt lake kolkata issue pending day refm,Healthcare,Health Department,Medium,5
routine complaint nerul navi mumbai electricity urgent need attention refl,Electricity,Electricity Board,Low,13
pothole working kondapur hyderabad day situation high impact refh,Roads & Infrastructure,PWD,High,3
howrah maidan severe pothole day please fix urgently refh,Roads & Infrastructure,PWD,High,3
portal status stuck working lalpur ranchi day situation high impact refh,Government Services,Revenue Department,High,2
saket delhi litter sometimes response slow delay refm,Sanitation & Garbage,Municipal Corporation,Medium,6
gomti nagar lucknow severe doctor day please fix urgently refh,Healthcare,Health Department,High,2
salt lake kolkata portal status stuck moderate regular last day refm,Government Services,Revenue Department,Medium,6
pipeline isssue working whitefield bengaluru day situation high impact refh,Water Supply,Municipal Corporation,High,1
sector gurugram certificate updated moderate regular last day refm,Government Services,Revenue Department,Medium,7
transport style delay service banashankari bengaluru due trash refm,Sanitation & Garbage,Municipal Corporation,Medium,5
whitefield bengaluru severe littering day please fix urgently refh,Sanitation & Garbage,Municipal Corporation,High,2
please improve power cut kakadeo kanpur minor suggestion refl,Electricity,Electricity Board,Low,13
hospital issue working gachibowli hyderabad day situation high impact refh,Healthcare,Health Department,High,2
hinjewadi pune outage sometimes response slow delay refm,Electricity,Electricity Board,Medium,7
small inconvenience mayur vihar delhi outage kindly review refl,Electricity,Electricity Board,Low,14
please improve electricity viman nagar pune minor suggestion refl,Electricity,Electricity Board,Low,7
perungudi chennai severe road damage day please fix urgently refh,Roads & Infrastructure,PWD,High,2
small inconvenience howrah maidan littering kindly review refl,Sanitation & Garbage,Municipal Corporation,Low,11
miyapur hyderabad severe record mismatch day plese fix urgently refh,Government Services,Revenue Department,High,3
dump working adyar chennai day situation high impact refh,Sanitation & Garbage,Municipal Corporation,High,1
gomti nagar lucknow water shortage sometimes response slow delay refm,Water Supply,Municipal Corporation,Medium,4
possible improve dumping saket delhi issue low priority refl,Sanitation & Garbage,Municipal Corporation,Low,11
bad road working aliganj lucknow day situation high impact refh,Roads & Infrastructure,PWD,High,3
since day shivajinagar pune supply problem service completely refh,Water Supply,Municipal Corporation,High,1
kothrud pune severe bus delay day please fix urgently refh,Public Transport,Transport Department,High,3
please improve verification completed karol bagh delhi minor suggestion refl,Government Services,Revenue Department,Low,9
kakadeo kanpur water shortage moderate regular last day refm,Water Supply,Municipal Corporation,Medium,7
kakadeo kanpur facing pipeline issue continuously day urgent action needed refh,Water Supply,Municipal Corporation,High,1
aliganj lucknow doctor moderate regular last day refm,Healthcare,Health Department,Medium,6
mayur vihar delhi facing voltage issue continuously day urgent action needed refh,Electricity,Electricity Board,High,2
please improve power cut lalpur ranchi minor suggestion refl,Electricity,Electricity Board,Low,7
broken road working kakadeo kanpur day situation high impact refh,Roads & Infrastructure,PWD,High,2
possible improve bus delay banashankari bengaluru issue low priority refl,Public Transport,Transport Department,Low,10
since day miyapur hyderabad road damage servce completely refh,Roads & Infrastructure,PWD,High,1
laxmi nagar delhi severe water shortage day please fix urgently refh,Water Supply,Municipal Corporation,High,1
since day aliganj lucknow doctor service completely refh,Healthcare,Health Department,High,3
shivajinagar pune dumping sometimes response slow dely refm,Sanitation & Garbage,Municipal Corporation,Medium,3
kothrud pune dumping moderate regular last day refm,Sanitation & Garbage,Municipal Corporation,Medium,5
routine complaint sector gurugram bus urgent need attention refl,Public Transport,Transport Department,Low,10
bopal ahmedabad facing outage continuously day urgent action needed refh,Electricity,Electricity Board,High,2
adyar chennai severe water shortage day please fix urgently refh,Water Supply,Municipal Corporation,High,1
possible improve pothole dwarka delhi issue low priority refl,Roads & Infrastructure,PWD,Low,12
dwarka delhi facing verification completed continuously day urgent action needed refh,Government Services,Revenue Department,High,1
vaishali ghaziabad doctor sometimes response slow delay refm,Healthcare,Health Department,Medium,4
thane west power cut sometimes response slow delay refm,Electricity,Electricity Board,Medium,3
waste working anna nagar chennai day situation high impact refh,Sanitation & Garbage,Municipal Corporation,High,1
average level doctor seen shivajinagar pune issue pending day refm,Healthcare,Health Department,Medium,5
karol bagh delhi facing water shortage continuously day urgent action needed refh,Water Supply,Municipal Corporation,High,1
small inconvenience behala kolkata pothole kindly review refl,Roads & Infrastructure,PWD,Low,14
please improve bad road ashok vihar delhi minor suggestion refl,Roads & Infrastructure,PWD,Low,8
routine complaint ameerpet hyderabad supply problem urgent need attention refl,Water Supply,Municipal Corporation,Low,12
please improve power cut thane west minor suggestion refl,Electricity,Electricity Board,Low,13
routine complaint rajendra nagar patna unhygienic urgent need attention refl,Sanitation & Garbage,Municipal Corporation,Low,13
andheri east mumbai bus delay sometimes response slow delay refm,Public Transport,Transport Department,Medium,7
please improve electricity mayur vihar delhi minor suggestion refl,Electricity,Electricity Board,Low,15
aliganj lucknow severe broken road day please fix urgently refh,Roads & Infrastructure,PWD,High,1
possible improve pipeline isssue rajendra nagar patna issue low priority refl,Water Supply,Municipal Corporation,Low,8
average level late bus seen ameerpet hyderabad issue pending day refm,Public Transport,Transport Department,Medium,5
small inconvenience andheri east mumbai supply problem kindly review refl,Water Supply,Municipal Corporation,Low,15
transport style delay service ameerpet hyderabad due water refm,Water Supply,Municipal Corporation,Medium,7
average level appointment slot delay seen gomti nagar lucknow issue pending day refm,Government Services,Revenue Department,Medium,6
please improve bus ashok vihar delhi minor suggestion refl,Public Transport,Transport Department,Low,11
thane west supply problem sometimes response slow delay refm,Water Supply,Municipal Corporation,Medium,7
record mismatch working karol bagh delhi day situation high impact refh,Government Services,Revenue Department,High,3
small inconvenience nagar chennai portal status stuck kindly review refl,Government Services,Revenue Department,Low,13
kakadeo kanpur severe transport issue day please fix urgently refh,Public Transport,Transport Department,High,1
ther transport style delay service patia bhubaneswar due dump refm,Sanitation & Garbage,Municipal Corporation,Medium,6
small inconvenience gomti nagar lucknow dirty kindly review refl,Sanitation & Garbage,Municipal Corporation,Low,15
rajendra nagar patna outage sometimes response slow ther delay refm,Electricity,Electricity Board,Medium,7
transport style delay service hinjewadi pune due blackout refm,Electricity,Electricity Board,Medium,5
average level transport issue seen kakadeo kanpur issue pending day refm,Public Transport,Transport Department,Medium,7
civil line prayagraj facing broken road continuously day urgent action needed refh,Roads & Infrastructure,PWD,High,1
nerul navi mumbai pipeline issue sometimes response slow delay refm,Water Supply,Municipal Corporation,Medium,5
record mismatch working bopal ahmedabad day situation high impact refh,Government Services,Revenue Department,High,2
possible improve transport issue aliganj lucknow issue low priority refl,Public Transport,Transport Department,Low,10
average level pothole seen viman nagar pune issue pending day refm,Roads & Infrastructure,PWD,Medium,6
blackout working banashankari bengaluru day situation high impact refh,Electricity,Electricity Board,High,2
possible improve hospital issue bopal ahmedabad issue low priority refl,Healthcare,Health Department,Low,13
water working viman nagar pune day situation high impact refh,Water Supply,Municipal Corporation,High,2
small inconvenience howrah maidan voltage issue kindly review refl,Electricity,Electricity Board,Low,13
power cut working kakadeo kanpur day situation high impact refh,Electricity,Electricity Board,High,2
small inconvenience gachibowli hyderabad bus kindly review refl,Public Transport,Transport Department,Low,7
small inconvenience vaishali ghaziabad becuse late bus kindly review refl,Public Transport,Transport Department,Low,14
possible improve bus delay whitefield bengaluru issue low priority refl,Public Transport,Transport Department,Low,12
possible improve medical problem nerul navi mumbai issue low priority refl,Healthcare,Health Department,Low,8
please improve outage miyapur hyderabad minor suggestion refl,Electricity,Electricity Board,Low,12
